id,type,label,props
venue:schrodinger,Venue,Schrodinger,"{""kind"": ""other"", ""count"": 1}"
venue:sensiblerobotics,Venue,Sensiblerobotics,"{""kind"": ""other"", ""count"": 1}"
venue:shapr3d,Venue,Shapr3D,"{""kind"": ""other"", ""count"": 1}"
venue:shining3d,Venue,Shining3D,"{""kind"": ""other"", ""count"": 1}"
venue:sigmanest,Venue,Sigmanest,"{""kind"": ""other"", ""count"": 1}"
venue:sloyd,Venue,Sloyd,"{""kind"": ""other"", ""count"": 1}"
venue:speckle,Venue,Speckle,"{""kind"": ""other"", ""count"": 1}"
venue:spectrallabs,Venue,Spectrallabs,"{""kind"": ""other"", ""count"": 1}"
venue:spline,Venue,Spline,"{""kind"": ""other"", ""count"": 1}"
venue:suresmile,Venue,Suresmile,"{""kind"": ""other"", ""count"": 1}"
venue:synera,Venue,Synera,"{""kind"": ""other"", ""count"": 1}"
venue:testfit,Venue,Testfit,"{""kind"": ""other"", ""count"": 1}"
venue:to3d,Venue,To3D,"{""kind"": ""other"", ""count"": 1}"
venue:tridi,Venue,Tridi,"{""kind"": ""other"", ""count"": 1}"
venue:tripo3d,Venue,Tripo3D,"{""kind"": ""other"", ""count"": 1}"
venue:triverse,Venue,Triverse,"{""kind"": ""other"", ""count"": 1}"
venue:trnio,Venue,Trnio,"{""kind"": ""other"", ""count"": 1}"
venue:universal-robots,Venue,Universal-Robots,"{""kind"": ""other"", ""count"": 1}"
venue:vectorworks,Venue,Vectorworks,"{""kind"": ""other"", ""count"": 1}"
venue:velo3d,Venue,Velo3D,"{""kind"": ""other"", ""count"": 1}"
venue:veobot,Venue,Veobot,"{""kind"": ""other"", ""count"": 1}"
venue:vicarioussurgical,Venue,Vicarioussurgical,"{""kind"": ""other"", ""count"": 1}"
venue:vizcom,Venue,Vizcom,"{""kind"": ""other"", ""count"": 1}"
venue:creaform3d,Venue,Creaform3D,"{""kind"": ""other"", ""count"": 1}"
venue:womp,Venue,Womp,"{""kind"": ""other"", ""count"": 1}"
venue:xometry,Venue,Xometry,"{""kind"": ""other"", ""count"": 1}"
venue:z3d,Venue,Z3D,"{""kind"": ""other"", ""count"": 1}"
venue:zwsoft,Venue,Zwsoft,"{""kind"": ""other"", ""count"": 1}"
